model,model_label,ablation,horizon,task,metric,value,label_type,runnable_status
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,classification,precision,0.191453492633585,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,classification,recall,0.9980894153611005,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,classification,auprc,0.3728340823172929,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,classification,auroc,0.7463367922054457,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,classification,f1,0.3243377689342122,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,classification,precision,0.19368733754177497,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,classification,recall,0.9965609476499809,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,classification,auprc,0.3728623771114077,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,classification,auroc,0.7463356394233518,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,classification,f1,0.3243176024373562,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,classification,precision,0.19367295410663896,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,classification,recall,0.9965609476499809,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,classification,auprc,0.3640807013567663,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,classification,auroc,0.7382046729417652,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,classification,f1,0.3633462502849328,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,classification,precision,0.45028248587570624,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,classification,recall,0.30454719144058084,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,classification,auprc,0.373211325412939,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,classification,auroc,0.7464560141430587,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,classification,f1,0.3239550338488293,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,classification,precision,0.19341441708691784,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,classification,recall,0.9965609476499809,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,12,classification,auprc,0.2404773822250852,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,12,classification,auroc,0.6332159538246458,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,12,classification,f1,0.3395604395604396,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,12,classification,precision,0.23831559463211477,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,12,classification,recall,0.5903706534199465,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,12,classification,auprc,0.2466854388771079,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,12,classification,auroc,0.6106923512179991,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,12,classification,f1,0.3220716164272709,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,12,classification,precision,0.21901224377493467,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,12,classification,recall,0.6083301490256018,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,12,classification,auprc,0.3806314604990443,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,12,classification,auroc,0.7413022287646314,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,12,classification,f1,0.333852544132918,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,12,classification,precision,0.20107888359002424,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,12,classification,recall,0.9828047382499044,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,classification,auprc,0.395853059279166,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,classification,auroc,0.7419983271311634,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,classification,f1,0.3347868532378782,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,classification,precision,0.201757138374647,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,classification,recall,0.9828047382499044,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,ranking,hit_at_1,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,ranking,hit_at_3,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,ranking,hit_at_5,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,ranking,mrr,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,ranking,ndcg_at_5,,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,ranking,hit_at_1,0.808351976137211,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,ranking,hit_at_3,0.9951528709917972,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,ranking,hit_at_5,0.9958985831469052,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,ranking,mrr,0.8947924434501616,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,ranking,ndcg_at_5,0.920380317190695,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,ranking,hit_at_1,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,ranking,hit_at_3,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,ranking,hit_at_5,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,ranking,mrr,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,ranking,ndcg_at_5,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,1,ranking,hit_at_1,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,1,ranking,hit_at_3,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,1,ranking,hit_at_5,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,1,ranking,mrr,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,1,ranking,ndcg_at_5,1.0,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,1,ranking,hit_at_1,0.808351976137211,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,1,ranking,hit_at_3,0.9951528709917972,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,1,ranking,hit_at_5,0.9958985831469052,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,1,ranking,mrr,0.8947924434501616,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,1,ranking,ndcg_at_5,0.920380317190695,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,1,ranking,hit_at_1,0.9296235679214404,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,1,ranking,hit_at_3,1.0,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,1,ranking,hit_at_5,1.0,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,1,ranking,mrr,0.9604473540643752,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,1,ranking,ndcg_at_5,0.9705975504851544,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,ranking,hit_at_1,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,ranking,hit_at_3,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,ranking,hit_at_5,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,ranking,mrr,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,ranking,ndcg_at_5,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,ranking,hit_at_1,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,ranking,hit_at_3,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,ranking,hit_at_5,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,ranking,mrr,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,ranking,ndcg_at_5,,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,ranking,hit_at_1,0.8068139273680269,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,ranking,hit_at_3,0.9943841257955822,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,ranking,hit_at_5,0.995132909022838,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,ranking,mrr,0.8936727817296892,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,ranking,ndcg_at_5,0.919254616604969,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,ranking,hit_at_1,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,ranking,hit_at_3,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,ranking,hit_at_5,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,ranking,mrr,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,ranking,ndcg_at_5,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,3,ranking,hit_at_1,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,3,ranking,hit_at_3,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,3,ranking,hit_at_5,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,3,ranking,mrr,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,3,ranking,ndcg_at_5,1.0,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,3,ranking,hit_at_1,0.8068139273680269,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,3,ranking,hit_at_3,0.9943841257955822,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,3,ranking,hit_at_5,0.995132909022838,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,3,ranking,mrr,0.8936727817296892,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,3,ranking,ndcg_at_5,0.919254616604969,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,3,ranking,hit_at_1,0.922824302134647,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,3,ranking,hit_at_3,1.0,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,3,ranking,hit_at_5,1.0,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,3,ranking,mrr,0.9575807334428024,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,3,ranking,ndcg_at_5,0.9685068667780924,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,ranking,hit_at_1,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,ranking,hit_at_3,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,ranking,hit_at_5,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,ranking,mrr,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,ranking,ndcg_at_5,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,ranking,hit_at_1,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,ranking,hit_at_3,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,ranking,hit_at_5,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,ranking,mrr,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,ranking,ndcg_at_5,,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,ranking,hit_at_1,0.8049149338374291,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,ranking,hit_at_3,0.9939508506616256,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,ranking,hit_at_5,0.9947069943289224,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,ranking,mrr,0.8925645872715816,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,ranking,ndcg_at_5,0.918271864254016,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,ranking,hit_at_1,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,ranking,hit_at_3,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,ranking,hit_at_5,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,ranking,mrr,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,ranking,ndcg_at_5,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,6,ranking,hit_at_1,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,6,ranking,hit_at_3,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,6,ranking,hit_at_5,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,6,ranking,mrr,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,6,ranking,ndcg_at_5,1.0,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,6,ranking,hit_at_1,0.8049149338374291,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,6,ranking,hit_at_3,0.9939508506616256,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,6,ranking,hit_at_5,0.9947069943289224,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,6,ranking,mrr,0.8925645872715816,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,6,ranking,ndcg_at_5,0.918271864254016,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,6,ranking,hit_at_1,0.9169381107491856,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,6,ranking,hit_at_3,1.0,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,6,ranking,hit_at_5,1.0,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,6,ranking,mrr,0.955483170466884,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,6,ranking,ndcg_at_5,0.9669986810144272,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,ranking,hit_at_1,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,ranking,hit_at_3,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,ranking,hit_at_5,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,ranking,mrr,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,ranking,ndcg_at_5,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,ranking,hit_at_1,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,ranking,hit_at_3,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,ranking,hit_at_5,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,ranking,mrr,,weak_root_cause,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,ranking,ndcg_at_5,,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,ranking,hit_at_1,0.8039740160489109,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,ranking,hit_at_3,0.9935040122277417,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,ranking,hit_at_5,0.9942682460833014,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,ranking,mrr,0.8919882817475482,weak_root_cause,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,ranking,ndcg_at_5,0.9176794885153722,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,ranking,hit_at_1,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,ranking,hit_at_3,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,ranking,hit_at_5,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,ranking,mrr,1.0,weak_root_cause,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,ranking,ndcg_at_5,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,ranking,hit_at_1,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,ranking,hit_at_3,1.0,weak_root_cause,run
